state,city,city_url,provider_urls_found,new_provider_urls_added,already_known_provider_urls,providers_scraped,duplicates_skipped,failed,status,notes
rhode-island,warwick,/provider/rhode-island/warwick/,3,3,,,,,success,
rhode-island,wakefield,/provider/rhode-island/wakefield/,2,2,,,,,success,
rhode-island,westerly,/provider/rhode-island/westerly/,2,2,,,,,success,
rhode-island,west warwick,/provider/rhode-island/west-warwick/,1,1,,,,,success,
south-carolina,abbeville,/provider/south-carolina/abbeville/,1,1,,,,,success,
south-carolina,cayce,/provider/south-carolina/cayce/,1,1,,,,,success,
south-carolina,bamberg,/provider/south-carolina/bamberg/,1,1,,,,,success,
south-carolina,aynor,/provider/south-carolina/aynor/,1,1,,,,,success,
south-carolina,beaufort,/provider/south-carolina/beaufort/,3,3,,,,,success,
south-carolina,bluffton,/provider/south-carolina/bluffton/,4,4,,,,,success,
south-carolina,boiling springs,/provider/south-carolina/boiling-springs/,2,2,,,,,success,
south-carolina,andrews,/provider/south-carolina/andrews/,1,1,,,,,success,
south-carolina,camden,/provider/south-carolina/camden/,1,1,,,,,success,
south-carolina,charleston,/provider/south-carolina/charleston/,11,11,,,,,success,
south-carolina,chapin,/provider/south-carolina/chapin/,1,1,,,,,success,
south-carolina,chester,/provider/south-carolina/chester/,1,1,,,,,success,
south-carolina,clover,/provider/south-carolina/clover/,1,1,,,,,success,
south-carolina,conway,/provider/south-carolina/conway/,6,6,,,,,success,
south-carolina,cheraw,/provider/south-carolina/cheraw/,2,2,,,,,success,
south-carolina,clemson,/provider/south-carolina/clemson/,1,1,,,,,success,
south-carolina,columbia,/provider/south-carolina/columbia/,18,18,,,,,success,
south-carolina,duncan,/provider/south-carolina/duncan/,2,2,,,,,success,
south-carolina,darlington,/provider/south-carolina/darlington/,1,1,,,,,success,
south-carolina,easley,/provider/south-carolina/easley/,3,3,,,,,success,
south-carolina,elgin,/provider/south-carolina/elgin/,1,1,,,,,success,
south-carolina,florence,/provider/south-carolina/florence/,9,9,,,,,success,
south-carolina,due west,/provider/south-carolina/due-west/,1,1,,,,,success,
south-carolina,fort mill,/provider/south-carolina/fort-mill/,3,3,,,,,success,
south-carolina,dillon,/provider/south-carolina/dillon/,3,3,,,,,success,
south-carolina,greenville,/provider/south-carolina/greenville/,19,19,,,,,success,
south-carolina,hemingway,/provider/south-carolina/hemingway/,2,2,,,,,success,
south-carolina,goose creek,/provider/south-carolina/goose-creek/,1,1,,,,,success,
south-carolina,greenwood,/provider/south-carolina/greenwood/,2,2,,,,,success,
south-carolina,graniteville,/provider/south-carolina/graniteville/,,,,,,,success,
south-carolina,greer,/provider/south-carolina/greer/,5,5,,,,,success,
south-carolina,hartsville,/provider/south-carolina/hartsville/,1,1,,,,,success,
south-carolina,georgetown,/provider/south-carolina/georgetown/,1,1,,,,,success,
south-carolina,james island,/provider/south-carolina/james-island/,1,1,,,,,success,
south-carolina,honea path,/provider/south-carolina/honea-path/,1,1,,,,,success,
south-carolina,irmo,/provider/south-carolina/irmo/,2,2,,,,,success,
south-carolina,lancaster,/provider/south-carolina/lancaster/,4,4,,,,,success,
south-carolina,lake city,/provider/south-carolina/lake-city/,1,1,,,,,success,
south-carolina,laurens,/provider/south-carolina/laurens/,2,2,,,,,success,
south-carolina,indian land,/provider/south-carolina/indian-land/,2,2,,,,,success,
south-carolina,hilton head island,/provider/south-carolina/hilton-head-island/,2,2,,,,,success,
south-carolina,moncks corner,/provider/south-carolina/moncks-corner/,2,2,,,,,success,
south-carolina,manning,/provider/south-carolina/manning/,1,1,,,,,success,
south-carolina,loris,/provider/south-carolina/loris/,1,1,,,,,success,
south-carolina,little river,/provider/south-carolina/little-river/,1,1,,,,,success,
south-carolina,leesville,/provider/south-carolina/leesville/,1,1,,,,,success,
south-carolina,moore,/provider/south-carolina/moore/,1,1,,,,,success,
south-carolina,mauldin,/provider/south-carolina/mauldin/,2,2,,,,,success,
south-carolina,lexington,/provider/south-carolina/lexington/,5,5,,,,,success,
south-carolina,myrtle beach,/provider/south-carolina/myrtle-beach/,12,12,,,,,success,
south-carolina,north charleston,/provider/south-carolina/north-charleston/,10,10,,,,,success,
south-carolina,mount pleasant,/provider/south-carolina/mount-pleasant/,3,3,,,,,success,
south-carolina,mt pleasant,/provider/south-carolina/mt-pleasant/,2,2,,,,,success,
south-carolina,newberry,/provider/south-carolina/newberry/,3,3,,,,,success,
south-carolina,mullins,/provider/south-carolina/mullins/,1,1,,,,,success,
south-carolina,murrells inlet,/provider/south-carolina/murrells-inlet/,3,3,,,,,success,
south-carolina,north augusta,/provider/south-carolina/north-augusta/,2,2,,,,,success,
south-carolina,port royal,/provider/south-carolina/port-royal/,1,1,,,,,success,
south-carolina,pageland,/provider/south-carolina/pageland/,1,1,,,,,success,
south-carolina,pawleys island,/provider/south-carolina/pawleys-island/,3,3,,,,,success,
south-carolina,okatie,/provider/south-carolina/okatie/,1,1,,,,,success,
south-carolina,north myrtle beach,/provider/south-carolina/north-myrtle-beach/,3,3,,,,,success,
south-carolina,orangeburg,/provider/south-carolina/orangeburg/,5,5,,,,,success,
south-carolina,peak,/provider/south-carolina/peak/,1,1,,,,,success,
south-carolina,piedmont,/provider/south-carolina/piedmont/,2,2,,,,,success,
south-carolina,spartanburg,/provider/south-carolina/spartanburg/,12,12,,,,,success,
south-carolina,summerville,/provider/south-carolina/summerville/,8,8,,,,,success,
south-carolina,powdersville,/provider/south-carolina/powdersville/,1,1,,,,,success,
south-carolina,simpsonville,/provider/south-carolina/simpsonville/,6,6,,,,,success,
south-carolina,prosperity,/provider/south-carolina/prosperity/,1,1,,,,,success,
south-carolina,richburg,/provider/south-carolina/richburg/,1,1,,,,,success,
south-carolina,rock hill,/provider/south-carolina/rock-hill/,9,9,,,,,success,
south-carolina,seneca,/provider/south-carolina/seneca/,1,1,,,,,success,
south-carolina,surfside beach,/provider/south-carolina/surfside-beach/,3,3,,,,,success,
south-carolina,travelers rest,/provider/south-carolina/travelers-rest/,1,1,,,,,success,
south-carolina,taylors,/provider/south-carolina/taylors/,,,,,,,success,
south-carolina,ware shoals,/provider/south-carolina/ware-shoals/,1,1,,,,,success,
south-carolina,walterboro,/provider/south-carolina/walterboro/,1,1,,,,,success,
south-carolina,sumter,/provider/south-carolina/sumter/,5,5,,,,,success,
south-carolina,union,/provider/south-carolina/union/,1,1,,,,,success,
south-carolina,tega cay,/provider/south-carolina/tega-cay/,1,1,,,,,success,
south-dakota,aberdeen,/provider/south-dakota/aberdeen/,4,4,,,,,success,
south-dakota,beresford,/provider/south-dakota/beresford/,1,1,,,,,success,
south-dakota,bowdle,/provider/south-dakota/bowdle/,1,1,,,,,success,
south-carolina,west union,/provider/south-carolina/west-union/,,,,,,,success,
south-carolina,winnsboro,/provider/south-carolina/winnsboro/,1,1,,,,,success,
south-dakota,big stone city,/provider/south-dakota/big-stone-city/,1,1,,,,,success,
south-carolina,west columbia,/provider/south-carolina/west-columbia/,6,6,,,,,success,
south-carolina,york,/provider/south-carolina/york/,1,1,,,,,success,
south-dakota,chamberlain,/provider/south-dakota/chamberlain/,1,1,,,,,success,
south-dakota,canton,/provider/south-dakota/canton/,,,,,,,success,
south-dakota,clark,/provider/south-dakota/clark/,,,,,,,success,
south-dakota,burke,/provider/south-dakota/burke/,,,,,,,success,
south-dakota,bridgwater,/provider/south-dakota/bridgwater/,1,1,,,,,success,
south-dakota,brandon,/provider/south-dakota/brandon/,1,1,,,,,success,
south-dakota,canistota,/provider/south-dakota/canistota/,1,1,,,,,success,
south-dakota,brookings,/provider/south-dakota/brookings/,4,4,,,,,success,
south-dakota,doland,/provider/south-dakota/doland/,1,1,,,,,success,
south-dakota,dell rapids,/provider/south-dakota/dell-rapids/,1,1,,,,,success,
south-dakota,de smet,/provider/south-dakota/de-smet/,,,,,,,success,
south-dakota,estelline,/provider/south-dakota/estelline/,,,,,,,success,
south-dakota,fairfax,/provider/south-dakota/fairfax/,,,,,,,success,
south-dakota,custer,/provider/south-dakota/custer/,1,1,,,,,success,
south-dakota,flandreau,/provider/south-dakota/flandreau/,2,2,,,,,success,
south-dakota,deadwood,/provider/south-dakota/deadwood/,1,1,,,,,success,
south-dakota,groton,/provider/south-dakota/groton/,1,1,,,,,success,
south-dakota,garretson,/provider/south-dakota/garretson/,1,1,,,,,success,
south-dakota,gregory,/provider/south-dakota/gregory/,,,,,,,success,
south-dakota,freeman,/provider/south-dakota/freeman/,1,1,,,,,success,
south-dakota,huron,/provider/south-dakota/huron/,2,2,,,,,success,
south-dakota,geddes,/provider/south-dakota/geddes/,1,1,,,,,success,
south-dakota,howard,/provider/south-dakota/howard/,1,1,,,,,success,
south-dakota,hartford,/provider/south-dakota/hartford/,,,,,,,success,
south-dakota,madison,/provider/south-dakota/madison/,1,1,,,,,success,
south-dakota,lake norden,/provider/south-dakota/lake-norden/,,,,,,,success,
south-dakota,kennebec,/provider/south-dakota/kennebec/,1,1,,,,,success,
south-dakota,mclaughlin,/provider/south-dakota/mclaughlin/,1,1,,,,,success,
south-dakota,mitchell,/provider/south-dakota/mitchell/,2,2,,,,,success,
south-dakota,menno,/provider/south-dakota/menno/,1,1,,,,,success,
south-dakota,marion,/provider/south-dakota/marion/,1,1,,,,,success,
south-dakota,lake andes,/provider/south-dakota/lake-andes/,1,1,,,,,success,
south-dakota,parker,/provider/south-dakota/parker/,1,1,,,,,success,
south-dakota,rapid city,/provider/south-dakota/rapid-city/,7,7,,,,,success,
south-dakota,presho,/provider/south-dakota/presho/,1,1,,,,,success,
south-dakota,pierre,/provider/south-dakota/pierre/,1,1,,,,,success,
south-dakota,parkston,/provider/south-dakota/parkston/,1,1,,,,,success,
south-dakota,mobridge,/provider/south-dakota/mobridge/,1,1,,,,,success,
south-dakota,north sioux city,/provider/south-dakota/north-sioux-city/,1,1,,,,,success,
south-dakota,platte,/provider/south-dakota/platte/,1,1,,,,,success,
south-dakota,tripp,/provider/south-dakota/tripp/,,,,,,,success,
south-dakota,sioux falls,/provider/south-dakota/sioux-falls/,10,10,,,,,success,
south-dakota,tea,/provider/south-dakota/tea/,1,1,,,,,success,
south-dakota,salem,/provider/south-dakota/salem/,1,1,,,,,success,
south-dakota,scotland,/provider/south-dakota/scotland/,1,1,,,,,success,
south-dakota,redfield,/provider/south-dakota/redfield/,1,1,,,,,success,
south-dakota,sturgis,/provider/south-dakota/sturgis/,1,1,,,,,success,
south-dakota,tyndall,/provider/south-dakota/tyndall/,1,1,,,,,success,
south-dakota,webster,/provider/south-dakota/webster/,,,,,,,success,
south-dakota,watertown,/provider/south-dakota/watertown/,1,1,,,,,success,
south-dakota,wagner,/provider/south-dakota/wagner/,1,1,,,,,success,
south-dakota,vermillion,/provider/south-dakota/vermillion/,,,,,,,success,
south-dakota,winner,/provider/south-dakota/winner/,1,1,,,,,success,
south-dakota,viborg,/provider/south-dakota/viborg/,1,1,,,,,success,
south-dakota,yankton,/provider/south-dakota/yankton/,2,2,,,,,success,
tennessee,alamo,/provider/tennessee/alamo/,1,1,,,,,success,
tennessee,alcoa,/provider/tennessee/alcoa/,5,5,,,,,success,
tennessee,athens,/provider/tennessee/athens/,2,2,,,,,success,
tennessee,bartlett,/provider/tennessee/bartlett/,4,4,,,,,success,
tennessee,ardmore,/provider/tennessee/ardmore/,1,1,,,,,success,
tennessee,arlington,/provider/tennessee/arlington/,1,1,,,,,success,
tennessee,ashland city,/provider/tennessee/ashland-city/,2,2,,,,,success,
tennessee,bellevue,/provider/tennessee/bellevue/,1,1,,,,,success,
tennessee,antioch,/provider/tennessee/antioch/,2,2,,,,,success,
tennessee,blountville,/provider/tennessee/blountville/,1,1,,,,,success,
tennessee,camden,/provider/tennessee/camden/,2,2,,,,,success,
tennessee,centerville,/provider/tennessee/centerville/,1,1,,,,,success,
tennessee,carthage,/provider/tennessee/carthage/,2,2,,,,,success,
tennessee,bristol,/provider/tennessee/bristol/,,,,,,,success,
tennessee,bolivar,/provider/tennessee/bolivar/,2,2,,,,,success,
tennessee,brownsville,/provider/tennessee/brownsville/,1,1,,,,,success,
tennessee,brentwood,/provider/tennessee/brentwood/,7,7,,,,,success,
tennessee,cleveland,/provider/tennessee/cleveland/,8,8,,,,,success,
tennessee,chapel hill,/provider/tennessee/chapel-hill/,1,1,,,,,success,
tennessee,clinton,/provider/tennessee/clinton/,3,3,,,,,success,
tennessee,clarksville,/provider/tennessee/clarksville/,12,12,,,,,success,
tennessee,chattanooga,/provider/tennessee/chattanooga/,24,24,,,,,success,
tennessee,collegedale,/provider/tennessee/collegedale/,1,1,,,,,success,
tennessee,church hill,/provider/tennessee/church-hill/,1,1,,,,,success,
tennessee,clairfield,/provider/tennessee/clairfield/,1,1,,,,,success,
tennessee,cordova,/provider/tennessee/cordova/,1,1,,,,,success,
tennessee,dandridge,/provider/tennessee/dandridge/,1,1,,,,,success,
tennessee,collinwood,/provider/tennessee/collinwood/,1,1,,,,,success,
tennessee,cookeville,/provider/tennessee/cookeville/,9,9,,,,,success,
tennessee,covington,/provider/tennessee/covington/,2,2,,,,,success,
tennessee,crossville,/provider/tennessee/crossville/,5,5,,,,,success,
tennessee,columbia,/provider/tennessee/columbia/,7,7,,,,,success,
tennessee,corryton,/provider/tennessee/corryton/,1,1,,,,,success,
tennessee,dunlap,/provider/tennessee/dunlap/,2,2,,,,,success,
tennessee,east ridge,/provider/tennessee/east-ridge/,1,1,,,,,success,
tennessee,dickson,/provider/tennessee/dickson/,2,2,,,,,success,
tennessee,decaturville,/provider/tennessee/decaturville/,1,1,,,,,success,
tennessee,dresden,/provider/tennessee/dresden/,1,1,,,,,success,
tennessee,dyersburg,/provider/tennessee/dyersburg/,4,4,,,,,success,
tennessee,elizabethton,/provider/tennessee/elizabethton/,3,3,,,,,success,
tennessee,dayton,/provider/tennessee/dayton/,3,3,,,,,success,
tennessee,gallatin,/provider/tennessee/gallatin/,9,9,,,,,success,
tennessee,franklin,/provider/tennessee/franklin/,10,10,,,,,success,
tennessee,erwin,/provider/tennessee/erwin/,2,2,,,,,success,
tennessee,etowah,/provider/tennessee/etowah/,1,1,,,,,success,
tennessee,fayetteville,/provider/tennessee/fayetteville/,3,3,,,,,success,
tennessee,farragut,/provider/tennessee/farragut/,2,2,,,,,success,
tennessee,erin,/provider/tennessee/erin/,2,2,,,,,success,
tennessee,fairview,/provider/tennessee/fairview/,1,1,,,,,success,
tennessee,goodlettsville,/provider/tennessee/goodlettsville/,1,1,,,,,success,
tennessee,greenbrier,/provider/tennessee/greenbrier/,1,1,,,,,success,
tennessee,hampton,/provider/tennessee/hampton/,1,1,,,,,success,
tennessee,greeneville,/provider/tennessee/greeneville/,3,3,,,,,success,
tennessee,harrison,/provider/tennessee/harrison/,1,1,,,,,success,
tennessee,germantown,/provider/tennessee/germantown/,4,4,,,,,success,
tennessee,harriman,/provider/tennessee/harriman/,1,1,,,,,success,
tennessee,gray,/provider/tennessee/gray/,,,,,,,success,
tennessee,hermitage,/provider/tennessee/hermitage/,3,3,,,,,success,
tennessee,hendersonville,/provider/tennessee/hendersonville/,7,7,,,,,success,
tennessee,henderson,/provider/tennessee/henderson/,3,3,,,,,success,
tennessee,hixson,/provider/tennessee/hixson/,3,3,,,,,success,
tennessee,hohenwald,/provider/tennessee/hohenwald/,1,1,,,,,success,
tennessee,humboldt,/provider/tennessee/humboldt/,1,1,,,,,success,
tennessee,hartsville,/provider/tennessee/hartsville/,1,1,,,,,success,
tennessee,harrogate,/provider/tennessee/harrogate/,,,,,,,success,
tennessee,huntingdon,/provider/tennessee/huntingdon/,1,1,,,,,success,
tennessee,jackson,/provider/tennessee/jackson/,9,9,,,,,success,
tennessee,huntsville,/provider/tennessee/huntsville/,1,1,,,,,success,
tennessee,jasper,/provider/tennessee/jasper/,1,1,,,,,success,
tennessee,jefferson city,/provider/tennessee/jefferson-city/,2,2,,,,,success,
tennessee,jamestown,/provider/tennessee/jamestown/,1,1,,,,,success,
tennessee,jellico,/provider/tennessee/jellico/,2,2,,,,,success,
tennessee,johnson city,/provider/tennessee/johnson-city/,7,7,,,,,success,
tennessee,la vergne,/provider/tennessee/la-vergne/,4,4,,,,,success,
tennessee,knoxville,/provider/tennessee/knoxville/,38,38,,,,,success,
tennessee,lafayette,/provider/tennessee/lafayette/,2,2,,,,,success,
tennessee,kingsport,/provider/tennessee/kingsport/,3,3,,,,,success,
tennessee,kodak,/provider/tennessee/kodak/,1,1,,,,,success,
tennessee,kingston,/provider/tennessee/kingston/,1,1,,,,,success,
tennessee,jonesborough,/provider/tennessee/jonesborough/,1,1,,,,,success,
tennessee,la follette,/provider/tennessee/la-follette/,1,1,,,,,success,
tennessee,lexington,/provider/tennessee/lexington/,1,1,,,,,success,
tennessee,lawrenceburg,/provider/tennessee/lawrenceburg/,3,3,,,,,success,
tennessee,loretto,/provider/tennessee/loretto/,1,1,,,,,success,
tennessee,livingston,/provider/tennessee/livingston/,1,1,,,,,success,
tennessee,lewisburg,/provider/tennessee/lewisburg/,1,1,,,,,success,
tennessee,lafollette,/provider/tennessee/lafollette/,1,1,,,,,success,
tennessee,lebanon,/provider/tennessee/lebanon/,7,7,,,,,success,
tennessee,lenoir city,/provider/tennessee/lenoir-city/,2,2,,,,,success,
tennessee,martin,/provider/tennessee/martin/,3,3,,,,,success,
tennessee,mckenzie,/provider/tennessee/mckenzie/,1,1,,,,,success,
tennessee,maryville,/provider/tennessee/maryville/,7,7,,,,,success,
tennessee,mcminnville,/provider/tennessee/mcminnville/,1,1,,,,,success,
tennessee,madisonville,/provider/tennessee/madisonville/,2,2,,,,,success,
tennessee,manchester,/provider/tennessee/manchester/,1,1,,,,,success,
tennessee,madison,/provider/tennessee/madison/,2,2,,,,,success,
tennessee,loudon,/provider/tennessee/loudon/,2,2,,,,,success,
tennessee,mt juliet,/provider/tennessee/mt-juliet/,7,7,,,,,success,
tennessee,memphis,/provider/tennessee/memphis/,23,23,,,,,success,
tennessee,millington,/provider/tennessee/millington/,1,1,,,,,success,
tennessee,michie,/provider/tennessee/michie/,1,1,,,,,success,
tennessee,milan,/provider/tennessee/milan/,1,1,,,,,success,
tennessee,mount pleasant,/provider/tennessee/mount-pleasant/,1,1,,,,,success,
tennessee,morristown,/provider/tennessee/morristown/,4,4,,,,,success,
tennessee,mount juliet,/provider/tennessee/mount-juliet/,3,3,,,,,success,
tennessee,murfreesboro,/provider/tennessee/murfreesboro/,22,22,,,,,success,
tennessee,nashville,/provider/tennessee/nashville/,46,46,,,,,success,
tennessee,oakland,/provider/tennessee/oakland/,1,1,,,,,success,
tennessee,oak ridge,/provider/tennessee/oak-ridge/,5,5,,,,,success,
tennessee,nolensville,/provider/tennessee/nolensville/,2,2,,,,,success,
tennessee,new tazewell,/provider/tennessee/new-tazewell/,1,1,,,,,success,
tennessee,newport,/provider/tennessee/newport/,3,3,,,,,success,
tennessee,munford,/provider/tennessee/munford/,2,2,,,,,success,
tennessee,paris,/provider/tennessee/paris/,,,,,,,success,
tennessee,oneida,/provider/tennessee/oneida/,1,1,,,,,success,
tennessee,piney flats,/provider/tennessee/piney-flats/,2,2,,,,,success,
tennessee,oliver springs,/provider/tennessee/oliver-springs/,1,1,,,,,success,
tennessee,palmer,/provider/tennessee/palmer/,1,1,,,,,success,
tennessee,parsons,/provider/tennessee/parsons/,2,2,,,,,success,
tennessee,pleasant view,/provider/tennessee/pleasant-view/,2,2,,,,,success,
tennessee,ooltewah,/provider/tennessee/ooltewah/,2,2,,,,,success,
tennessee,red bank,/provider/tennessee/red-bank/,1,1,,,,,success,
tennessee,rocky top,/provider/tennessee/rocky-top/,1,1,,,,,success,
tennessee,rutledge,/provider/tennessee/rutledge/,1,1,,,,,success,
tennessee,powell,/provider/tennessee/powell/,3,3,,,,,success,
tennessee,pulaski,/provider/tennessee/pulaski/,3,3,,,,,success,
tennessee,rockwood,/provider/tennessee/rockwood/,1,1,,,,,success,
tennessee,ripley,/provider/tennessee/ripley/,3,3,,,,,success,
tennessee,portland,/provider/tennessee/portland/,1,1,,,,,success,
tennessee,signal mountain,/provider/tennessee/signal-mountain/,1,1,,,,,success,
tennessee,smyrna,/provider/tennessee/smyrna/,10,10,,,,,success,
tennessee,shelbyville,/provider/tennessee/shelbyville/,3,3,,,,,success,
tennessee,smithville,/provider/tennessee/smithville/,2,2,,,,,success,
tennessee,selmer,/provider/tennessee/selmer/,1,1,,,,,success,
tennessee,seymour,/provider/tennessee/seymour/,,,,,,,success,
tennessee,savannah,/provider/tennessee/savannah/,1,1,,,,,success,
tennessee,sevierville,/provider/tennessee/sevierville/,3,3,,,,,success,
tennessee,springfield,/provider/tennessee/springfield/,2,2,,,,,success,
tennessee,soddy daisy,/provider/tennessee/soddy-daisy/,2,2,,,,,success,
tennessee,sweetwater,/provider/tennessee/sweetwater/,1,1,,,,,success,
tennessee,south pittsburg,/provider/tennessee/south-pittsburg/,1,1,,,,,success,
tennessee,spring city,/provider/tennessee/spring-city/,1,1,,,,,success,
tennessee,talbott,/provider/tennessee/talbott/,1,1,,,,,success,
tennessee,sparta,/provider/tennessee/sparta/,2,2,,,,,success,
tennessee,spring hill,/provider/tennessee/spring-hill/,5,5,,,,,success,
tennessee,three way,/provider/tennessee/three-way/,1,1,,,,,success,
tennessee,thompson s station,/provider/tennessee/thompson-s-station/,1,1,,,,,success,
tennessee,tullahoma,/provider/tennessee/tullahoma/,3,3,,,,,success,
tennessee,tellico plains,/provider/tennessee/tellico-plains/,1,1,,,,,success,
tennessee,tiptonville,/provider/tennessee/tiptonville/,1,1,,,,,success,
tennessee,trenton,/provider/tennessee/trenton/,1,1,,,,,success,
tennessee,thompsons station,/provider/tennessee/thompsons-station/,1,1,,,,,success,
tennessee,union city,/provider/tennessee/union-city/,3,3,,,,,success,
tennessee,white pine,/provider/tennessee/white-pine/,1,1,,,,,success,
tennessee,white house,/provider/tennessee/white-house/,2,2,,,,,success,
tennessee,woodbury,/provider/tennessee/woodbury/,2,2,,,,,success,
tennessee,watertown,/provider/tennessee/watertown/,1,1,,,,,success,
tennessee,vonore,/provider/tennessee/vonore/,1,1,,,,,success,
tennessee,winchester,/provider/tennessee/winchester/,2,2,,,,,success,
tennessee,wartburg,/provider/tennessee/wartburg/,1,1,,,,,success,
tennessee,waverly,/provider/tennessee/waverly/,1,1,,,,,success,
texas,alamo heights,/provider/texas/alamo-heights/,2,2,,,,,success,
texas,alvin,/provider/texas/alvin/,2,2,,,,,success,
texas,amarillo,/provider/texas/amarillo/,10,10,,,,,success,
texas,addison,/provider/texas/addison/,3,3,,,,,success,
texas,alice,/provider/texas/alice/,1,1,,,,,success,
texas,alvarado,/provider/texas/alvarado/,2,2,,,,,success,
texas,abilene,/provider/texas/abilene/,14,14,,,,,success,
texas,allen,/provider/texas/allen/,7,7,,,,,success,
texas,aubrey,/provider/texas/aubrey/,2,2,,,,,success,
texas,atlanta,/provider/texas/atlanta/,1,1,,,,,success,
texas,angleton,/provider/texas/angleton/,1,1,,,,,success,
texas,anna,/provider/texas/anna/,1,1,,,,,success,
texas,athens,/provider/texas/athens/,1,1,,,,,success,
texas,andrews,/provider/texas/andrews/,2,2,,,,,success,
texas,austin,/provider/texas/austin/,64,64,,,,,success,
texas,arlington,/provider/texas/arlington/,26,26,,,,,success,
texas,bay city,/provider/texas/bay-city/,2,2,,,,,success,
texas,bandera,/provider/texas/bandera/,1,1,,,,,success,
texas,baytown,/provider/texas/baytown/,10,10,,,,,success,
texas,bartonville,/provider/texas/bartonville/,1,1,,,,,success,
texas,ballinger,/provider/texas/ballinger/,1,1,,,,,success,
texas,balch springs,/provider/texas/balch-springs/,1,1,,,,,success,
texas,bastrop,/provider/texas/bastrop/,5,5,,,,,success,
texas,azle,/provider/texas/azle/,2,2,,,,,success,
texas,big spring,/provider/texas/big-spring/,2,2,,,,,success,
texas,bells,/provider/texas/bells/,1,1,,,,,success,
texas,beeville,/provider/texas/beeville/,1,1,,,,,success,
texas,bedford,/provider/texas/bedford/,6,6,,,,,success,
texas,bellaire,/provider/texas/bellaire/,1,1,,,,,success,
texas,blanco,/provider/texas/blanco/,2,2,,,,,success,
texas,bee cave,/provider/texas/bee-cave/,2,2,,,,,success,
texas,beaumont,/provider/texas/beaumont/,14,14,,,,,success,
texas,bridgeport,/provider/texas/bridgeport/,1,1,,,,,success,
texas,brady,/provider/texas/brady/,2,2,,,,,success,
texas,bonham,/provider/texas/bonham/,1,1,,,,,success,
texas,bridge city,/provider/texas/bridge-city/,1,1,,,,,success,
texas,brenham,/provider/texas/brenham/,2,2,,,,,success,
texas,boerne,/provider/texas/boerne/,4,4,,,,,success,
texas,booker,/provider/texas/booker/,1,1,,,,,success,
texas,borger,/provider/texas/borger/,3,3,,,,,success,
texas,bryan,/provider/texas/bryan/,7,7,,,,,success,
texas,brownfield,/provider/texas/brownfield/,1,1,,,,,success,
texas,brownwood,/provider/texas/brownwood/,3,3,,,,,success,
texas,bulverde,/provider/texas/bulverde/,1,1,,,,,success,
texas,burleson,/provider/texas/burleson/,7,7,,,,,success,
texas,brownsville,/provider/texas/brownsville/,11,11,,,,,success,
texas,canton,/provider/texas/canton/,1,1,,,,,success,
texas,buda,/provider/texas/buda/,1,1,,,,,success,
texas,carrollton,/provider/texas/carrollton/,8,8,,,,,success,
texas,castle hills,/provider/texas/castle-hills/,1,1,,,,,success,
texas,carrizo springs,/provider/texas/carrizo-springs/,1,1,,,,,success,
texas,castroville,/provider/texas/castroville/,4,4,,,,,success,
texas,canyon,/provider/texas/canyon/,2,2,,,,,success,
texas,cedar park,/provider/texas/cedar-park/,6,6,,,,,success,
texas,center,/provider/texas/center/,1,1,,,,,success,
texas,cedar hill,/provider/texas/cedar-hill/,5,5,,,,,success,
texas,cleburne,/provider/texas/cleburne/,5,5,,,,,success,
texas,cleveland,/provider/texas/cleveland/,2,2,,,,,success,
texas,college station,/provider/texas/college-station/,5,5,,,,,success,
texas,colleyville,/provider/texas/colleyville/,1,1,,,,,success,
texas,claude,/provider/texas/claude/,1,1,,,,,success,
texas,cibolo,/provider/texas/cibolo/,3,3,,,,,success,
texas,chandler,/provider/texas/chandler/,1,1,,,,,success,
texas,coleman,/provider/texas/coleman/,1,1,,,,,success,
texas,converse,/provider/texas/converse/,2,2,,,,,success,
texas,columbus,/provider/texas/columbus/,1,1,,,,,success,
texas,commerce,/provider/texas/commerce/,1,1,,,,,success,
texas,corpus christi,/provider/texas/corpus-christi/,23,23,,,,,success,
texas,conroe,/provider/texas/conroe/,9,9,,,,,success,
texas,coppell,/provider/texas/coppell/,3,3,,,,,success,
texas,columbia,/provider/texas/columbia/,1,1,,,,,success,
texas,copperas cove,/provider/texas/copperas-cove/,2,2,,,,,success,
texas,dallas,/provider/texas/dallas/,73,73,,,,,success,
texas,cypress,/provider/texas/cypress/,12,12,,,,,success,
texas,crowley,/provider/texas/crowley/,1,1,,,,,success,
texas,crossroads,/provider/texas/crossroads/,1,1,,,,,success,
texas,corsicana,/provider/texas/corsicana/,3,3,,,,,success,
texas,crockett,/provider/texas/crockett/,1,1,,,,,success,
texas,dalhart,/provider/texas/dalhart/,1,1,,,,,success,
texas,cross roads,/provider/texas/cross-roads/,1,1,,,,,success,
texas,denton,/provider/texas/denton/,14,14,,,,,success,
texas,denver city,/provider/texas/denver-city/,1,1,,,,,success,
texas,dilley,/provider/texas/dilley/,1,1,,,,,success,
texas,deer park,/provider/texas/deer-park/,10,10,,,,,success,
texas,decatur,/provider/texas/decatur/,3,3,,,,,success,
texas,dickinson,/provider/texas/dickinson/,3,3,,,,,success,
texas,desoto,/provider/texas/desoto/,7,7,,,,,success,
texas,dripping springs,/provider/texas/dripping-springs/,1,1,,,,,success,
texas,dumas,/provider/texas/dumas/,2,2,,,,,success,
texas,early,/provider/texas/early/,1,1,,,,,success,
